MAL_ID,Name,Score,Genres,Type,Episodes
7769,Ookami-san to Shichinin no Nakama-tachi,7.16,"Comedy, Parody, Romance",TV,12
7770,Yutori-chan,6.07,"Slice of Life, Comedy",ONA,25
7771,Chiisana Jumbo,5.62,"Fantasy, Music, Kids",Movie,1
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,7.49,"Action, Game, Adventure, Romance, Fantasy",TV,11
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,"Slice of Life, Comedy, Supernatural, School, Shounen",ONA,6
7774,"Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!",6.64,"Comedy, Ecchi, Fantasy",OVA,1
309,Akahori Gedou Hour Rabuge,6.12,"Comedy, Magic, Parody",TV,13
7775,Futatsu no Kurumi,6.52,Drama,Special,1
7779,Andersen Monogatari (TV),6.23,"Kids, Fantasy, Drama",TV,52
40550,Assault Lily: Bouquet,6.48,"Action, Magic, Fantasy",TV,12
7782,Kämpfer Picture Drama,5.42,Comedy,Special,1
1547,Obake no Q-tarou,6.2,"Comedy, School, Slice of Life, Supernatural",TV,96
7785,Yojouhan Shinwa Taikei,8.56,"Mystery, Comedy, Psychological, Romance",TV,11
7786,Arabian Nights: Sindbad no Bouken,5.42,"Action, Adventure, Fantasy",Movie,1
7791,K-On!!,8.17,"Comedy, Music, School, Slice of Life",TV,26
7793,Ring ni Kakero 1: Kage Dou-hen,6.52,"Action, Shounen, Sports",TV,6
1549,1000-nen Joou: Queen Millennia,6.74,"Adventure, Fantasy, Drama, Sci-Fi",Movie,1
40569,Raison d'être,7.57,,Music,1
310,"Chiisana Obake: Acchi, Kocchi, Socchi",6.02,"Comedy, Supernatural",TV,50
40571,Majo no Tabitabi,7.55,"Adventure, Magic, Fantasy",TV,12
7805,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,6.62,"Comedy, Romance",ONA,1
7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,5.61,"Slice of Life, Magic, Comedy, Shoujo",Movie,1
7808,Zukkoke Knight: Don De La Mancha,5.55,"Adventure, Comedy, Historical, Romance",TV,23
1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,6.08,"Comedy, Drama, Romance",Movie,1
40578,Lupin III: Prison of the Past,6.89,"Action, Adventure, Mystery, Comedy, Seinen",Special,1
7809,3-tsu no Kumo,4.62,Dementia,Movie,3
7810,Yami wo Mitsumeru Hane,4.97,Dementia,Movie,1
7811,Yoru no Okite,3.82,Dementia,Movie,1
7816,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,6.18,"Comedy, Sci-Fi, Shounen",Movie,1
7817,B-gata H-kei,6.84,"Comedy, Ecchi, Romance, School, Seinen",TV,12
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",6.92,"Comedy, Fantasy",TV,12
40587,Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,7.34,"Action, Fantasy, Magic, Shoujo",Movie,1
7818,Yousei Ou,5.37,"Fantasy, Shoujo",OVA,1
40590,Utawarerumono: Futari no Hakuoro,7.51,"Action, Drama, Fantasy",TV,28
40591,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,8.63,"Comedy, Psychological, Romance, School, Seinen",TV,12
40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,6.33,"Adventure, Fantasy",TV,12
40595,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",6.67,"Action, Military, Romance, Fantasy",TV,12
34120,Kizuna (ONA),5.65,Drama,ONA,1
40597,Sol Levante,4.93,"Action, Fantasy",ONA,1
34121,Itsumo Kokoro ni Ho,5.55,"Music, Slice of Life",ONA,1
40602,7 Seeds 2nd Season,7.05,"Sci-Fi, Adventure, Mystery, Psychological, Drama, Romance, Shoujo",ONA,12
7836,Notari Matsutarou,6.03,Sports,OVA,10
40608,Muv-Luv Alternative,5.82,"Action, Drama, Sci-Fi",TV,12
40610,Healin' Good♡Precure,6.96,"Action, Magic, Fantasy, Shoujo",TV,45
7843,Kiekaketa Monogataritachi no Tame ni,4.81,Dementia,Movie,1
40613,Altered Carbon: Resleeved,6.43,"Action, Sci-Fi, Drama",ONA,1
7845,Seton Doubutsuki,6.68,"Adventure, Fantasy",TV,45
40615,Umibe no Étranger,7.85,"Slice of Life, Romance, Shounen Ai",Movie,1
312,Ace wo Nerae!: Final Stage,6.89,"Action, Drama, Sports",OVA,12
40620,Uramichi Oniisan,7.7,Comedy,TV,13
1561,Lovedol: Lovely Idol,6.13,Music,TV,12
40623,Dokyuu Hentai HxEros,5.75,"Action, Comedy, Supernatural, Ecchi, School, Shounen",TV,12
7857,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,6.7,"Comedy, Historical",Special,7
7858,Sora no Otoshimono: Project Pink,7.36,"Sci-Fi, Harem, Comedy, Supernatural, Ecchi, Shounen",OVA,1
7861,Versailles no Bara to Onna-tachi,7.05,"Historical, Drama, Shoujo",Special,1
40630,Saga Incident,7.02,,Music,1
7862,Transformers: Robot Masters,5.45,Mecha,Special,2
7867,Gon,5.85,"Action, Adventure, Kids",TV,50
7870,Baka to Test to Shoukanjuu Specials,7.27,"Magic, Comedy, School",Special,6
40639,Tonari no Ie no Anette-san The Animation,6.71,Hentai,OVA,2
7875,Kanokon: Manatsu no Dai Shanikusai Specials,6.48,Ecchi,Special,2
7876,Oz no Mahoutsukai,5.7,"Adventure, Kids, Fantasy",Movie,1
7877,"Momoko, Kaeru no Uta ga Kikoeru yo.",7.49,"Drama, School, Slice of Life",Movie,1
40646,Yes ka No ka Hanbun ka,7.08,"Drama, Shounen Ai",Movie,1
7882,Ramen Tenshi Pretty Menma,4.49,"Comedy, Magic, Parody",Special,1
40651,Kandagawa Jet Girls Recap,5.37,"Sports, Ecchi",Special,1
40656,Girls & Panzer: Taiyaki War!,7.23,"Military, Comedy, School",Special,1
40658,** Kouhai,7.27,"Fantasy, Hentai",OVA,8
40659,Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,6.88,"Slice of Life, Comedy",Special,4
40661,Jashin-chan Dropkick': Chitose-hen,7.25,"Comedy, Supernatural",Special,1
40664,Shoujo☆Kageki Revue Starlight Movie,8.54,Drama,Movie,1
7897,Issho ni Sleeping: Sleeping with Hinako,4.41,Ecchi,OVA,1
40665,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,7.59,,Movie,1
40667,Jigoku Shoujo Recap,6.38,Supernatural,Special,1
7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,7.46,"Parody, Fantasy, Comedy, Military",Special,16
7904,Kemono no Souja Erin Recaps,6.78,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10
40677,Argonavis from BanG Dream!,6.74,Music,TV,13
1572,Jungle Taitei,6.65,"Adventure, Kids, Shounen",TV,52
40679,2.43: Seiin Koukou Danshi Volley-bu,6.14,"Slice of Life, Sports, Drama, School",TV,12
40682,Kingdom 3rd Season,8.82,"Action, Historical, Military, Seinen",TV,26
7915,Otaku no Seiza,5.34,"Comedy, Parody",OVA,2
40685,Super Cub,7.44,Slice of Life,TV,12
1574,Get Ride! AMDriver,6.18,"Adventure, Mecha, Sci-Fi, Shounen",TV,51
40693,The iDOLM@STER Cinderella Girls: Spin-off!,6.14,Music,ONA,1
34140,Eyedrops,4.7,Space,ONA,4
40700,Shikijou Kyoudan,6.85,Hentai,OVA,2
7939,Animation!,5.67,"Adventure, Fantasy, Comedy, Dementia, Music, Mystery",OVA,13
40708,Monster Musume no Oishasan,6.53,"Comedy, Romance, Ecchi, Fantasy",TV,12
40711,Gantz x Senran Kagura New Link,5.37,,PV,1
40712,Azur Lane Recap,5.97,"Action, Military, Sci-Fi",Special,1
40714,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,6.28,"Comedy, Demons, Kids, Supernatural, School",TV,2
40716,Kakushigoto (TV),7.98,"Slice of Life, Comedy, Shounen",TV,12
1580,Mouryou Senki Madara,6.0,"Adventure, Demons, Supernatural, Shounen",OVA,2
40722,"Deemo Movie: Sakura no Oto - Anata no Kanadeta Oto ga, Ima mo Hibiku",6.19,"Drama, Fantasy",Movie,1
7955,The Marshmallow Times,7.21,Slice of Life,TV,52
1582,Submarine 707R,6.2,"Action, Adventure, Military, Sci-Fi",OVA,2
40729,Nomad: Megalo Box 2,8.19,"Sci-Fi, Sports",TV,13
40730,Tian Guan Ci Fu,8.34,"Action, Adventure, Historical, Supernatural, Drama",ONA,11
40733,Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,6.97,"Action, Supernatural",ONA,5
40734,Yao Shen Ji Zhi Hei Yu Pian,7.34,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy",ONA,52
40735,Tian Bao Fuyao Lu,7.41,"Action, Historical, Fantasy",ONA,13
7969,Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,6.53,Hentai,OVA,2
40738,Natsunagu!,5.87,"Drama, Slice of Life",TV,12
1584,Stratos 4 Advance Kanketsu-hen,6.8,"Comedy, Military, Sci-Fi",OVA,2
7972,"Chi's Sweet Home: Chi to Kocchi, Deau.",7.3,"Slice of Life, Comedy, Kids",OVA,1
40746,Overflow,7.24,"Ecchi, Romance",TV,8
40747,Dounika Naru Hibi,5.39,"Slice of Life, Drama, Romance, Shoujo Ai, Shounen Ai",Movie,1
40748,Jujutsu Kaisen (TV),8.61,"Action, Demons, Supernatural, School, Shounen",TV,24
7981,Obake no Q-tarou (1985),6.35,"Comedy, Kids, School, Slice of Life, Supernatural",TV,510
40750,Kaifuku Jutsushi no Yarinaoshi,6.34,"Ecchi, Fantasy",TV,12
40749,"Maou-sama, ""Petit"" Retry!",5.87,Comedy,ONA,23
40752,Bishounen Tanteidan,7.1,Mystery,TV,12
7985,Taiyou no Hou: El Cantare e no Michi,4.97,"Historical, Fantasy",Movie,1
40755,Machikado Mazoku Mini,6.05,Comedy,ONA,36
40761,Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,6.85,"Action, Supernatural, Magic, Fantasy",Special,3
40762,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,6.07,"Action, Fantasy",OVA,1
40763,Show By Rock!! Mashumairesh!!,7.09,"Music, Comedy",TV,12
40769,Rifle Is Beautiful Recap,5.68,"Comedy, School, Slice of Life",Special,1
40776,Haikyuu!!: To the Top 2nd Season,8.55,"Comedy, Sports, Drama, School, Shounen",TV,12
40778,Planetarian: Snow Globe,7.24,"Drama, Sci-Fi",OVA,1
8011,Time Bokan Series: Gyakuten Ippatsuman,5.89,"Action, Comedy, Mecha, Sci-Fi",TV,58
40780,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap,5.56,"Action, Fantasy, Police, Vampire",Special,1
40783,"Shachou, Battle no Jikan Desu!",5.85,"Action, Adventure, Fantasy",TV,12
40784,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,8.14,"Action, Mystery, Comedy, Super Power, Drama, Martial Arts",ONA,10
8017,Soukou Kihei Votoms: Genei-hen,6.69,"Action, Drama, Mecha, Military, Sci-Fi",OVA,6
40786,Skate-Leading☆Stars,6.45,"Comedy, Sports, Drama, School",TV,12
40787,Josee to Tora to Sakana-tachi,8.39,"Slice of Life, Drama, Romance",Movie,1
8022,Tegamibachi Gakuen,7.2,"Comedy, School",Special,25
8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,6.85,Comedy,Special,2
8026,Super Street Fighter IV,6.33,"Action, Adventure, Shounen",OVA,1
40799,"Attakai tte, Gohoubi da.",5.52,Slice of Life,Special,1
40801,Aisei Tenshi Love Mary: Akusei Jutai - The Animation,5.68,Hentai,OVA,2
40803,Hypnosis Mic: Division Rap Battle - Rhyme Anima,6.81,"Action, Sci-Fi, Music",TV,13
8038,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,7.8,"Comedy, Josei, Music, Romance",Special,1
40807,Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,6.67,"Comedy, Romance, School",Special,1
8039,Oppai no Ouja 48,6.94,Hentai,OVA,2
40806,Huyao Xiao Hongniang: Wei Sheng,6.9,"Comedy, Historical, Supernatural, Drama, Romance",ONA,10
8041,Sennin Buraku,5.56,"Comedy, Ecchi",TV,23
8042,Taishou Yakyuu Musume. Specials,6.11,"School, Sports",Special,2
40814,Seitokai Yakuindomo Movie 2,7.77,"Comedy, School, Shounen, Slice of Life",Movie,1
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.1,"Slice of Life, Fantasy",TV,12
40819,Kyonyuu Princess Saimin,6.92,"Fantasy, Hentai",OVA,2
1600,Galaxy Angel Rune,6.25,"Sci-Fi, Comedy",TV,13
8057,Shin Koihime†Musou: Otome Tairan,6.96,"Adventure, Comedy, Ecchi, Fantasy, Historical",TV,12
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,6.63,Comedy,Special,1
8063,Sekaiichi Hatsukoi OVA,7.86,"Comedy, Drama, Romance, Shounen Ai",OVA,2
8064,Ashiaraiyashiki no Juunin-tachi.,4.86,"Action, Fantasy, Supernatural, Seinen",OVA,1
40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,7.23,"Slice of Life, Comedy",TV,24
40834,Ousama Ranking,8.52,"Adventure, Fantasy",TV,23
1603,Super Robot Taisen OG: Divine Wars,6.78,"Action, Mecha, Sci-Fi",TV,25
8068,Kuroshitsuji Picture Drama,7.06,"Demons, Supernatural",Special,1
40836,Code Geass: Hangyaku no Lelouch Picture Drama - Kamen Kokuhaku Taikai,5.92,Comedy,Special,1
40835,Aishen Qiaokeli-ing: Wanjie Jinian,6.42,"Harem, Comedy, Romance, School",ONA,1
40839,"Kanojo, Okarishimasu",7.0,"Comedy, Romance, School, Shounen",TV,12
40841,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,7.46,"Fantasy, Slice of Life",OVA,1
8074,Highschool of the Dead,7.07,"Action, Horror, Supernatural, Ecchi, Shounen",TV,12
40842,Idoly Pride,7.42,Music,TV,12
40845,Marudase Kintarou,3.98,Boys Love,Movie,1
8078,Kure-nai OVA,6.8,"Action, Comedy",OVA,2
8079,Tamala 2010: A Punk Cat in Space OVA,5.35,"Dementia, Sci-Fi",OVA,2
40849,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap,6.35,"Action, Adventure, Comedy, Fantasy",Special,1
40850,Breakers,6.33,Sports,TV,16
40852,Dr. Stone: Stone Wars,8.16,"Sci-Fi, Adventure, Shounen",TV,11
40853,Stand By Me Doraemon 2,8.18,"Sci-Fi, Comedy, Kids, Seinen",Movie,1
8086,Densetsu no Yuusha no Densetsu,7.51,"Action, Adventure, Magic, Fantasy, Shounen",TV,24
40854,BanG Dream! Garupa☆Pico: Oomori,7.73,"Music, Comedy",TV,26
40855,Hajimete no Hitozuma,6.79,Hentai,OVA,7
40858,Psycho-Pass 3: First Inspector,7.79,"Action, Sci-Fi, Police, Psychological",Movie,3
8092,Bakumatsu no Spasibo,6.58,Historical,Movie,1
40861,Hakumei no Tsubasa,7.53,"Action, Adventure, Comedy, Kids, Fantasy",ONA,7
34173,Buddy Go! 2,6.07,"Comedy, Romance, Shoujo",Special,4
8097,Lupin III: The Last Job,6.9,"Action, Adventure, Comedy, Seinen",Special,1
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,7.36,"Action, Drama, Mecha, Military, Sci-Fi",Movie,1
8100,Mardock Scramble: The First Compression,7.42,"Action, Sci-Fi, Psychological",Movie,1
8101,HenSemi,6.48,"Comedy, Ecchi, Seinen",OVA,2
40870,SSSS.Dynazenon,7.43,"Action, Sci-Fi",TV,12
40873,Granblue Fantasy The Animation Season 2 Extras,6.53,"Adventure, Fantasy",Special,2
8108,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,6.57,"Adventure, Comedy, Kids",Movie,1
8109,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,6.45,"Kids, Adventure, Comedy",Movie,1
8110,Fukubiki! Triangle: Miharu After,7.01,Hentai,OVA,2
40879,Love Live! Nijigasaki Gakuen School Idol Doukoukai,7.5,"Music, Slice of Life, School",TV,13
8111,Last Waltz: Hakudaku Mamire no Natsu Gasshuku,6.23,Hentai,OVA,2
40881,Pokemon Movie 23: Coco,7.28,"Action, Game, Adventure, Comedy, Kids, Fantasy",Movie,1
8115,Uchuu Show e Youkoso,7.29,"Adventure, Space, Fantasy",Movie,1
8120,Gotou ni Naritai.,7.05,"Slice of Life, School, Drama",Movie,1
40890,Gundam: G no Reconguista Movie II - Bellri Gekishin,6.73,"Action, Sci-Fi, Space, Mecha",Movie,1
8123,Cooking Papa,6.66,"Comedy, Slice of Life",TV,151
32886,Anitore! EX: Jigoku no Training,5.2,Sports,Special,5
40893,Komatta Jiisan,6.42,"Comedy, Romance",TV,13
40894,Kyokou Suiri Mini Anime,5.82,"Comedy, Demons, Supernatural",ONA,38
8129,Kuragehime,8.11,"Slice of Life, Comedy, Josei",TV,11
40897,Marulk-chan no Nichijou,6.76,"Adventure, Fantasy",Movie,4
8130,Mighty Orbots,5.7,"Sci-Fi, Adventure, Comedy, Mecha",TV,13
40900,Mr.AFFECTiON,7.16,,Music,1
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,7.18,"Action, Fantasy, Magic, Shoujo",Movie,1
40902,Shokugeki no Souma: Gou no Sara,7.32,"Ecchi, School, Shounen",TV,13
40901,Toji no Miko: Kizamishi Issen no Tomoshibi OVA,6.61,"Action, Fantasy",OVA,2
40904,Bokutachi no Remake,7.4,"Drama, Romance",TV,12
8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",7.05,Comedy,Movie,1
40906,Dragon Quest: Dai no Daibouken (2020),7.73,"Action, Adventure, Fantasy, Shounen",TV,100
40907,World Trigger 2nd Season,8.05,"Action, Sci-Fi, Supernatural, School, Shounen",TV,13
40908,Kemono Jihen,7.38,"Action, Mystery, Demons, Supernatural, Shounen",TV,12
40909,Wan Jie Xian Zong 3rd Season,7.14,"Action, Adventure, Fantasy, Romance",ONA,48
8142,Colorful (Movie),7.75,"Drama, Slice of Life, Supernatural",Movie,1
40911,Yuukoku no Moriarty,8.17,"Mystery, Historical, Psychological, Shounen",TV,11
1617,Massugu ni Ikou.,6.37,"Comedy, Josei, Romance, Slice of Life",TV,4
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),6.6,"Action, Sci-Fi, Adventure",TV,26
40914,Aishite Aishite Aishite,7.0,Avant Garde,Music,1
8132,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,5.82,"Action, Mecha, Historical",Movie,1
8139,Shin Minashigo Hutch,6.76,"Adventure, Comedy, Drama",TV,26
8140,Konchuu Monogatari Minashigo Hutch (1989),6.99,"Adventure, Comedy, Drama",TV,55
8145,Gegege no Kitarou: Nippon Bakuretsu,6.52,"Action, Fantasy, Horror, Kids, Shounen, Supernatural",Movie,1
8146,Gegege no Kitarou: Daikaijuu,6.24,"Action, Fantasy, Horror, Shounen, Supernatural",Movie,1
8150,Gegege no Kitarou: Chisougan,5.89,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1
8152,Gegege no Kitarou (1985 Movie),6.03,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1
8153,Gegege no Kitarou: Youkai Daisensou,6.16,"Adventure, Fantasy, Comedy, Supernatural, Horror",Movie,1
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,6.35,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1
40924,22/7: 8＋3=?,6.52,Music,Special,1
1621,Haru no Ashioto The Movie: Ourin Dakkan,4.73,"Action, Comedy, School",Movie,1
8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,6.2,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1
8156,Gegege no Kitarou: Obake Nighter,6.25,"Sports, Demons, Supernatural",Movie,1
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,6.05,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1
8158,Gegege no Kitarou: Jigoku-hen,6.19,"Adventure, Fantasy, Comedy, Supernatural, Horror",TV,7
40930,Azur Lane: Bisoku Zenshin!,7.01,"Military, Sci-Fi, Slice of Life, Comedy",TV,12
8162,Mugen Shinshi: Bouken Katsugeki-hen,5.64,"Fantasy, Horror, Mystery",OVA,1
40932,Null Peta Special,5.62,"Sci-Fi, Comedy",Special,1
40934,Bungou to Alchemist: Shinpan no Haguruma,6.5,"Action, Adventure, Fantasy",TV,13
40935,Beastars 2nd Season,7.78,"Slice of Life, Psychological, Drama, Shounen",TV,12
40936,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,7.56,"Comedy, Romance, School",OVA,1
1623,G-On Riders,5.84,"Action, Sci-Fi, Comedy, School",TV,13
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,7.28,"Drama, Romance",TV,13
8171,One Piece Recap,7.13,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1
40940,Zenonzard The Animation,5.91,"Action, Game, Fantasy",ONA,9
1624,To Heart 2 Special,6.32,"Romance, School, Drama",Special,1
40942,Gundam Build Divers Re:Rise 2nd Season,7.47,"Action, Sci-Fi, Mecha",ONA,13
32888,Sinbad: Mahiru no Yoru to Fushigi no Mon,6.27,Adventure,Movie,1
1625,Soul Link Special,5.8,"Ecchi, Adventure, Space, Comedy, Romance, Military, Sci-Fi",Special,1
8178,Fujoshi no Hinkaku,6.04,Slice of Life,OVA,1
8180,Koisuru Tenshi Angelique: Chibi Character Adventure 2,5.68,"Adventure, Comedy",Special,1
1626,Genma Taisen,5.16,"Action, Adventure, Comedy, Drama, Mecha, Sci-Fi, Shounen",Movie,1
8181,Adachi-ga Hara,6.07,Sci-Fi,Movie,1
8182,Bouken Shounen Shadar,6.09,"Adventure, Horror",TV,156
8183,Bouken Korobokkuru,5.8,Adventure,TV,26
40948,Phantasy Star Online 2: Episode Oracle - Xiao's Report,5.89,"Action, Sci-Fi, Space",Special,1
8187,Fumiko no Kokuhaku,6.6,Comedy,ONA,1
40956,Enen no Shouboutai: Ni no Shou,7.81,"Action, Supernatural, Shounen",TV,24
40957,Shin Chuuka Ichiban! 2nd Season,6.65,"Comedy, Shounen",TV,12
40958,Rail Romanesque,5.16,Slice of Life,TV,12
8190,Nodame Cantabile: Finale OVA,7.55,"Comedy, Romance, Josei",OVA,1
40960,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,6.47,"Comedy, Fantasy",TV,12
40961,Hortensia Saga (TV),5.84,"Action, Adventure, Magic, Fantasy",TV,12
8194,Akuma-kun,6.9,"Adventure, Fantasy, Horror, Magic, Supernatural",TV,42
40959,Jitaku Keibiin 2,6.51,Hentai,OVA,8
40964,Back Arrow,6.33,"Action, Fantasy, Mecha",TV,24
8197,So Ra No Wo To Specials,7.52,"Military, Music, Sci-Fi, Slice of Life",Special,2
1628,Maou Dante,5.97,"Action, Demons, Horror, Shounen, Supernatural",TV,13
40967,Bang!Bang!Bang!,6.85,,Music,1
8196,Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,5.67,"Comedy, Parody, Seinen, Sports, Super Power",Special,1
40970,A-ra-shi: Reborn,6.1,,Music,1
40971,Newsong,6.32,Sci-Fi,Music,1
40974,Kuma Kuma Kuma Bear,7.23,"Adventure, Comedy, Fantasy",TV,12
8206,Hime Chen! Otogi Chikku Idol Lilpri,7.02,"Magic, Shoujo",TV,51
8208,Jigoku Sensei Nube (Movie),6.68,"Adventure, Comedy, Horror, School, Shounen, Supernatural",Movie,1
40979,Yingxiong Zai Lin,6.9,"Action, Sci-Fi",ONA,12
8211,Dance in the Vampire Bund: Special Edition,6.53,"Action, Supernatural, Vampire",Special,1
8213,Hoka Hoka Kazoku,5.79,Comedy,TV,1428
40982,Fate/strange Fake,6.67,"Action, Music, Supernatural, Magic, Fantasy",ONA,1
8214,"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori",5.96,"Action, Historical",Special,1
8215,Genji Tsuushin Agedama,7.41,"Action, Parody, Comedy, Sci-Fi",TV,51
8217,Jewelpet Twinkle☆,7.46,"Fantasy, Magic, School, Shoujo",TV,52
8216,Aa Harimanada,6.15,"Sports, Martial Arts, Seinen",TV,23
8218,Fushigi na Elevator,5.63,Fantasy,Movie,1
34197,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",6.23,Mystery,OVA,2
8220,Baby Felix,5.44,"Comedy, Kids",TV,65
40983,Hakushon Daimaou 2020,5.97,"Comedy, Fantasy",TV,20
40989,Koisuru Asteroid: KiraKira Zoukan-gou,6.09,School,ONA,12
40991,Xue Ying Ling Zhu Zhi Qi Yu Pian,7.13,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",ONA,4
8226,Akuma-kun (Movie),6.07,"Adventure, Horror, Supernatural, Magic, Fantasy",Movie,1
40995,Hentatsu (TV),5.09,"Adventure, Mystery",TV,12
8227,Akuma-kun: Youkoso Akuma Land e!!,5.92,"Adventure, Horror, Supernatural, Magic, Fantasy",Movie,1
8228,Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,6.81,"Adventure, Comedy, Horror, Supernatural, School, Shounen",Movie,1
8230,True Tears Epilogue,6.6,"Drama, Romance",Music,1
8231,Princess Lover!: Magical Knight Maria-chan,5.69,"Magic, Parody",Special,6
8234,Muumin,7.13,"Adventure, Comedy, Fantasy, Slice of Life",TV,65
8235,Muumin (1972),6.53,"Adventure, Comedy, Fantasy, Slice of Life",TV,52
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,6.85,"Drama, Historical, Romance, Shoujo, Shounen Ai",OVA,1
41006,Higurashi no Naku Koro ni Gou,7.2,"Mystery, Dementia, Horror, Psychological, Supernatural, Thriller",TV,24
41008,Murenase! Seton Gakuen Special,6.49,"Comedy, School",Special,1
8241,Rio: Rainbow Gate!,5.85,"Game, Comedy, Ecchi",TV,13
1638,Peter Pan no Bouken,6.77,"Adventure, Fantasy",TV,41
8240,Wanpaku Oomukashi Kum Kum,6.1,"Kids, Adventure, Comedy, Historical",TV,26
8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,6.6,"Adventure, Comedy, Sports",Movie,1
8246,Naruto: Shippuuden Movie 4 - The Lost Tower,7.42,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1
8247,Bleach Movie 4: Jigoku-hen,7.62,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Movie,1
8248,Soukou Kihei Votoms: Case;Irvine,6.37,"Action, Military, Sci-Fi, Drama, Mecha",OVA,1
8249,Votoms Finder,6.04,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1
8250,Soukou Kihei Votoms: Koei Futatabi,6.85,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1
41025,Fumetsu no Anata e,8.35,"Adventure, Drama, Supernatural",TV,20
41030,"Evangelion Shito, Hakata Shuurai",6.29,"Action, Sci-Fi",Movie,1
34208,Escha Chron,6.36,"Sci-Fi, Music, Slice of Life",OVA,2
1644,Princess Rouge,5.76,"Fantasy, Romance",OVA,2
