MAL_ID,Name,Score,Genres,Type,Episodes,Studios,Source,Rating,Premiered,Creator
26063,Kaibutsu Oujo Specials,6.49,"Adventure, Comedy, Horror, Supernatural, Shounen",Special,3.0,Tatsunoko Production,Manga,R - 17+ (violence & profanity),Winter 2010,Yoshihara Tatsuya
26079,Donyatsu Specials,5.54,"Comedy, Sci-Fi, Seinen",Special,2.0,Gathering,Manga,G - All Ages,Winter 2013,Kozaki Yuusuke
26085,Military!,5.79,"Ecchi, Slice of Life, Comedy, Military, Seinen",TV,12.0,Creators in Pack,4-koma manga,PG-13 - Teens 13 or older,Winter 2015,Mamo Williams
26123,Seitokai Yakuindomo* OVA,7.85,"Slice of Life, Comedy, School, Shounen",OVA,10.0,GoHands,4-koma manga,R - 17+ (violence & profanity),Spring 2014,Ujiie Tozen
26165,Yuri Kuma Arashi,7.04,"Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai",TV,12.0,SILVER LINK.,Original,R - 17+ (violence & profanity),Winter 2015,Ikuhara Kunihiko
26183,Ikkitousen: Extravaganza Epoch,6.54,"Action, Ecchi, Martial Arts, School, Seinen, Super Power",OVA,2.0,Arms,Manga,R+ - Mild Nudity,Winter 2014,Shiozaki Yuji
26189,Ai Tenshi Densetsu Wedding Peach Specials,6.21,"Adventure, Comedy, Magic, Romance, Shoujo",Special,2.0,OLM,Manga,G - All Ages,Fall 1995,Tomita Sukehiro
26213,Free!: Eternal Summer - Kindan no All Hard!,7.88,"Comedy, School, Slice of Life",Special,1.0,Kyoto Animation,Original,PG-13 - Teens 13 or older,Spring 2015,Ooji Kouji
26243,Owari no Seraph,7.49,"Action, Military, Supernatural, Drama, Vampire, Shounen",TV,12.0,Wit Studio,Manga,R - 17+ (violence & profanity),Spring 2015,Kagami Takaya
26279,Kumo no Ito (2000),5.37,Fantasy,OVA,1.0,Toei Animation,Original,G - All Ages,Spring 2000,Akutagawa Ryuunosuke
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.28,"Slice of Life, Comedy, Romance, Seinen",TV,13.0,Seven,4-koma manga,PG-13 - Teens 13 or older,Fall 2014,Cool-kyou Shinja
26351,Nagato Yuki-chan no Shoushitsu,6.72,"Comedy, Romance, School, Seinen, Slice of Life",TV,16.0,Satelight,Manga,PG-13 - Teens 13 or older,Spring 2015,Tanigawa Nagaru
26395,Teekyuu 4,6.67,"Comedy, Shounen, Sports",TV,12.0,Millepensee,Manga,PG-13 - Teens 13 or older,Spring 2015,Terada Tsugeo
26441,Junketsu no Maria,7.11,"Comedy, Historical, Magic, Romance, Fantasy, Seinen",TV,12.0,Production I.G,Manga,R - 17+ (violence & profanity),Winter 2015,Ishikawa Masayuki
26443,Triage X,6.32,"Action, Adventure, Ecchi, Shounen",TV,10.0,Xebec,Manga,R+ - Mild Nudity,Spring 2015,Satou Shouji
26449,Akame ga Kill! Recap,6.74,"Action, Adventure, Fantasy",Special,1.0,White Fox,Manga,R - 17+ (violence & profanity),Summer 2014,Takahiro
26453,Tribe Cool Crew,6.93,"Music, School",TV,50.0,"Sunrise, Bandai Namco Pictures",Original,PG - Children,Fall 2014,Yatate Hajime
27387,Under the Dog,6.25,"Action, Sci-Fi, Thriller",OVA,1.0,"Kinema Citrus, Orange",Original,R+ - Mild Nudity,Summer 2016,Ishii Jirou
27405,Zou no Senaka: Tabidatsu Hi,5.92,"Drama, Seinen, Slice of Life",OVA,1.0,DLE,Manga,G - All Ages,Fall 2007,Akimoto Yasushi
27411,Koukaku Kidoutai: Shin Movie,7.43,"Action, Sci-Fi, Police, Psychological, Mecha",Movie,1.0,Production I.G,Manga,R - 17+ (violence & profanity),Summer 2015,Shirow Masamune
27417,Diabolik Lovers OVA,5.7,"Harem, School, Vampire, Shoujo",OVA,1.0,"Production I.G, Zexcs",Visual novel,PG-13 - Teens 13 or older,Winter 2015,Rejet
27437,Mushiba Tetsudou,5.25,"Adventure, Fantasy, Kids",Movie,1.0,OLM,Original,G - All Ages,Spring 2009,Mutou Kenji
27441,Show By Rock!!,7.04,"Comedy, Music",TV,12.0,Bones,Game,PG-13 - Teens 13 or older,Spring 2015,Ikezoe Takahiro
27451,Porong Porong Pororo 2,5.71,Kids,TV,52.0,J.C.Staff,Original,G - All Ages,Winter 2006,Boucher Hugues
27503,Karen Senki,5.73,"Action, Sci-Fi",ONA,11.0,Next Media Animation,Original,PG-13 - Teens 13 or older,Fall 2014,Hiroi Ouji
27509,Toaru Majutsu no Index 10th Anniversary PV,6.78,"Action, Comedy, Magic, Sci-Fi, Super Power",Special,1.0,J.C.Staff,Light novel,PG-13 - Teens 13 or older,Fall 2014,Kamachi Kazuma
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,7.16,"Action, Slice of Life, Comedy, Magic, Fantasy",TV,10.0,SILVER LINK.,Manga,PG-13 - Teens 13 or older,Summer 2015,Hiroyama Hiroshi
27539,Pikmin Short Movies,6.9,"Kids, Fantasy",Movie,3.0,Dynamo Pictures,Game,G - All Ages,Fall 2014,Miyamoto Shigeru
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,7.02,Comedy,Special,2.0,Studio Pierrot,Manga,PG - Children,Summer 1996,Watase Yuu
27573,Ubasuteyama,5.42,Drama,Movie,1.0,Gainax Kyoto,Original,G - All Ages,Fall 1925,Yamamoto Zenjirou
27589,47 Todoufuken,5.33,"Kids, Comedy",TV,26.0,Pollyanna Graphics,Original,G - All Ages,Spring 2011,Nara Shunsuke
27601,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,7.44,"Comedy, Drama, Romance, School, Slice of Life",Special,1.0,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,Fall 2014,Torako
27613,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,5.9,Comedy,Special,3.0,J.C.Staff,Card game,PG-13 - Teens 13 or older,Summer 2014,Satou Takuya
27619,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,5.86,"Comedy, Ecchi, Romance, Shounen, Slice of Life",OVA,6.0,Brain's Base,Manga,PG-13 - Teens 13 or older,Spring 2014,Taguchi Kenji
27621,Glass no Kamen Desu ga to Z,5.87,"Comedy, Parody",TV,14.0,DLE,Manga,PG-13 - Teens 13 or older,Spring 2013,Matsumo
27629,Tantei Kageki Milky Holmes TD,6.44,"Mystery, Comedy, Super Power",TV,12.0,"J.C.Staff, Nomad",Original,PG-13 - Teens 13 or older,Winter 2015,Kidani Takaaki
27631,God Eater,7.19,"Action, Fantasy, Military, Sci-Fi",TV,13.0,ufotable,Game,R - 17+ (violence & profanity),Summer 2015,Bandai-Namco
27633,Gekkan Shoujo Nozaki-kun Specials,7.7,"Comedy, Romance, School",Special,6.0,Doga Kobo,4-koma manga,PG-13 - Teens 13 or older,Fall 2014,Tsubaki Izumi
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,7.11,"Action, Adventure, Comedy, Seinen",Movie,1.0,Shin-Ei Animation,Manga,G - All Ages,Spring 2015,Usui Yoshito
27655,Aldnoah.Zero 2nd Season,6.91,"Action, Mecha, Sci-Fi, Space",TV,12.0,"A-1 Pictures, TROYCA",Original,R - 17+ (violence & profanity),Winter 2015,Urobuchi Gen
27663,Baby Steps 2nd Season,8.01,"Sports, Romance, School, Shounen",TV,25.0,Studio Pierrot,Manga,PG-13 - Teens 13 or older,Spring 2015,Katsuki Hikaru
27687,Oshiri Kajiri Mushi (TV) 3rd Season,5.11,"Comedy, Kids",TV,10.0,Kinema Citrus,Music,G - All Ages,Fall 2014,UrumaDelvi
27709,Saki Biyori Animation,6.51,"Comedy, School, Seinen, Slice of Life",OVA,1.0,Studio Gokumi,4-koma manga,PG-13 - Teens 13 or older,Summer 2015,Kiyoshi Saya
27721,Kasumin,6.68,"Fantasy, Kids",TV,26.0,OLM,Manga,G - All Ages,Fall 2001,Hongou Mitsuru
27727,Binan Koukou Chikyuu Boueibu LOVE!,6.82,"Slice of Life, Comedy, Parody, Magic, School",TV,12.0,Diomedéa,Original,PG-13 - Teens 13 or older,Winter 2015,Takamatsu Shinji
27737,Battle Spirits: Burning Soul,6.66,Game,TV,51.0,Bandai Namco Pictures,Card game,PG - Children,Spring 2015,Yatate Hajime
27741,Shounen Hollywood: Holly Stage for 50,6.47,"Music, Slice of Life, Shoujo",TV,13.0,Zexcs,Novel,PG-13 - Teens 13 or older,Winter 2015,Hashiguchi Ikuyo
27757,Anisava,5.49,"Slice of Life, Comedy, Romance",TV,13.0,"TMS Entertainment, DLE",Original,PG-13 - Teens 13 or older,Summer 2013,Benpineko
27775,Plastic Memories,7.91,"Sci-Fi, Drama, Romance",TV,13.0,Doga Kobo,Original,PG-13 - Teens 13 or older,Spring 2015,Hayashi Naotaka
27783,Sword Gai The Animation,5.74,"Action, Supernatural, Seinen",ONA,12.0,"Production I.G, DLE",Manga,R - 17+ (violence & profanity),Spring 2018,Inoue Toshiki
27785,Doamaiger D,5.29,"Action, Comedy, Mecha",TV,13.0,ILCA,Original,G - All Ages,Winter 2015,Doi Shimon
27787,Nisekoi:,7.35,"Comedy, Harem, Romance, School, Shounen",TV,12.0,Shaft,Manga,PG-13 - Teens 13 or older,Spring 2015,Komi Naoshi
27815,Cardfight!! Vanguard G,6.51,"Action, Game, Shounen",TV,48.0,TMS Entertainment,Card game,PG-13 - Teens 13 or older,Fall 2014,Itou Akira
27821,Fate/stay night: Unlimited Blade Works Prologue,8.04,"Action, Fantasy, Magic, Supernatural",Special,1.0,ufotable,Visual novel,PG-13 - Teens 13 or older,Fall 2014,Nasu Kinoko
27825,Long Zhi Gu: Poxiao Qibing,7.18,"Action, Adventure, Magic, Fantasy",Movie,1.0,Mili Pictures,Game,PG-13 - Teens 13 or older,Summer 2014,Noël Colette
27829,Heavy Object,7.25,"Action, Military, Sci-Fi, Mecha",TV,24.0,"J.C.Staff, SANZIGEN",Light novel,PG-13 - Teens 13 or older,Fall 2015,Kamachi Kazuma
27831,Durarara!!x2 Ten,7.97,"Action, Mystery, Supernatural",TV,12.0,Shuka,Light novel,R - 17+ (violence & profanity),Summer 2015,Narita Ryohgo
27833,Durarara!!x2 Ketsu,8.05,"Action, Mystery, Supernatural",TV,12.0,Shuka,Light novel,R - 17+ (violence & profanity),Winter 2016,Narita Ryohgo
27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,6.65,Comedy,ONA,13.0,Studio PuYUKAI,Light novel,PG-13 - Teens 13 or older,Fall 2014,Kawaguchi Tsukasa
27887,Yama no Susume: Second Season Specials,6.85,"Slice of Life, Comedy",Special,2.0,8bit,Manga,PG-13 - Teens 13 or older,Fall 2014,siro
27891,Sword Art Online II: Debriefing,6.67,"Action, Adventure, Fantasy, Game",Special,1.0,A-1 Pictures,Light novel,PG-13 - Teens 13 or older,Fall 2014,Kawahara Reki
27899,Tokyo Ghoul √A,7.02,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",TV,12.0,Studio Pierrot,Manga,R - 17+ (violence & profanity),Winter 2015,Ishida Sui
27907,Gundam Build Fighters Specials,6.5,"Comedy, Mecha",Special,3.0,Sunrise,Original,G - All Ages,Spring 2014,Yatate Hajime
27911,Anime de Wakaru Shinryounaika,6.55,"Comedy, Seinen",ONA,20.0,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,Winter 2015,Yuuki Yuu
27927,Urawa no Usagi-chan,5.37,"Slice of Life, Comedy, School",TV,12.0,A-Real,Original,PG - Children,Spring 2015,Ishibashi Mitsuyuki
27939,Afro Samurai Pilot,6.69,"Action, Martial Arts, Samurai, Seinen",Special,1.0,Madhouse,Original,R+ - Mild Nudity,Winter 2003,Okazaki Takashi
27945,Gugure! Kokkuri-san Specials,7.22,"Comedy, Supernatural, Romance, Shounen",Special,11.0,TMS Entertainment,4-koma manga,PG-13 - Teens 13 or older,Winter 2014,Endou Midori
27947,Lupin III (2015),7.89,"Action, Adventure, Comedy, Mystery, Seinen",TV,24.0,"TMS Entertainment, Telecom Animation Film",Manga,PG-13 - Teens 13 or older,Fall 2015,Monkey Punch
27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,4.96,"Magic, Fantasy",ONA,1.0,A-1 Pictures,Original,G - All Ages,Fall 2013,Sakamoto Saku
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,7.42,"Slice of Life, Comedy",ONA,4.0,White Fox,Visual novel,PG-13 - Teens 13 or older,Fall 2014,Nitroplus
27967,Senran Kagura Estival Versus: Mizugi-darake no Zenyasai,6.48,"Action, Comedy, Ecchi",OVA,1.0,"Artland, Hoods Entertainment",Game,R+ - Mild Nudity,Spring 2015,Takaki Kenichirou
27969,Hana to Alice: Satsujin Jiken,7.25,"Drama, Mystery, Slice of Life",Movie,1.0,"Steve N' Steven, Rockwell Eyes",Original,PG-13 - Teens 13 or older,Winter 2015,Iwai Shunji
27989,Hibike! Euphonium,8.0,"Music, School, Drama",TV,13.0,Kyoto Animation,Novel,PG-13 - Teens 13 or older,Spring 2015,Takeda Ayano
27991,K: Return of Kings,7.56,"Action, Super Power, Supernatural",TV,13.0,GoHands,Original,PG-13 - Teens 13 or older,Fall 2015,GoRA
27997,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,6.01,Magic,OVA,2.0,J.C.Staff,Game,PG-13 - Teens 13 or older,Winter 2014,Iwasaki Yoshiaki
28013,Macross Δ,7.28,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",TV,26.0,Satelight,Original,PG-13 - Teens 13 or older,Spring 2016,Kawamori Shouji
28025,Tsukimonogatari,8.09,"Mystery, Comedy, Supernatural, Ecchi",TV,4.0,Shaft,Light novel,R - 17+ (violence & profanity),Fall 2014,NISIO ISIN
28041,Baguda-jou no Touzoku,4.93,"Adventure, Historical, Romance",Movie,1.0,"W-Toon Studio, DMM.futureworks",Original,G - All Ages,Fall 1926,Oofuji Noburou
28045,Kogane no Hana,4.72,"Action, Adventure, Fantasy, Historical",Movie,1.0,Seven,Original,G - All Ages,Spring 1929,Oofuji Noburou
28047,Kokoro no Chikara,5.05,"Adventure, Romance, Historical",Movie,1.0,Gallop,Original,G - All Ages,Winter 1931,Oofuji Noburou
28049,Numa no Taishou,4.8,"Adventure, Comedy",Movie,1.0,Xebec,Original,G - All Ages,Fall 1933,Oofuji Noburou
28051,Kaeru San Yuushi,4.37,"Adventure, Comedy",Movie,1.0,Madhouse,Original,G - All Ages,Winter 1933,Oofuji Noburou
28053,Kumo no Ito,5.26,Fantasy,Movie,1.0,Nippon Animation,Original,G - All Ages,Spring 1946,Akutagawa Ryuunosuke
28055,Yuki no Yoru no Yume,5.24,Drama,Movie,1.0,Shaft,Original,G - All Ages,Winter 1947,Oofuji Noburou
28057,Dangobei Torimonochou: Hirake - Goma no Maki,5.08,"Action, Adventure, Comedy",Movie,1.0,Madhouse,Original,G - All Ages,Summer 1952,Oofuji Noburou
28063,Sword Art Online II: Sword Art Offline II,6.59,Comedy,Special,9.0,A-1 Pictures,Light novel,PG-13 - Teens 13 or older,Fall 2014,Kawahara Reki
28069,Shigatsu wa Kimi no Uso: Moments,7.69,"Music, Shounen",OVA,1.0,A-1 Pictures,Manga,PG-13 - Teens 13 or older,Spring 2015,Arakawa Naoshi
28071,Itsumo Kokoro ni Taiyou wo!,6.01,"Comedy, Ecchi",TV,16.0,Studio Deen,Manga,R+ - Mild Nudity,Fall 1999,Kikuni Masahiko
28077,"Go! Go! 575: Meippai ni, Hajiketeru?",5.52,Slice of Life,Special,1.0,Lay-duce,Game,PG-13 - Teens 13 or older,Fall 2014,Anzai Takefumi
28085,Wonder (Movie),6.02,Dementia,Movie,1.0,Calf Studio,Original,G - All Ages,Winter 2014,Mizue Mirai
28093,Hana wa Saku: Touhoku ni Saku,5.9,"Fantasy, Kids",Special,1.0,Seven Arcs,Original,G - All Ages,Fall 2014,Katou Michiya
28105,Shirobako Specials,6.84,"Adventure, Comedy",Special,2.0,P.A. Works,Original,PG-13 - Teens 13 or older,Winter 2015,Mizushima Tsutomu
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.54,"Action, Adventure, Comedy, Romance, Fantasy",TV,13.0,J.C.Staff,Light novel,PG-13 - Teens 13 or older,Spring 2015,Omori Fujino
28149,Nihon Animator Mihonichi,7.32,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",ONA,35.0,"Khara, Trigger, Studio Colorido",Original,R+ - Mild Nudity,Fall 2014,Yoshiura Yasuhiro
28151,Kujakuou: Sengoku Tensei,5.03,"Action, Demons, Historical, Supernatural",ONA,1.0,"Gathering, Asahi Production",Manga,G - All Ages,Fall 2014,Ogino Makoto
28155,Yoru no Yatterman,6.5,"Action, Adventure, Comedy, Drama",TV,12.0,Tatsunoko Production,Original,PG-13 - Teens 13 or older,Winter 2015,Yoshida Tatsuo
28171,Shokugeki no Souma,8.14,"Ecchi, School, Shounen",TV,24.0,J.C.Staff,Manga,PG-13 - Teens 13 or older,Spring 2015,Tsukuda Yuuto
28179,Miss Monochrome The Animation: Manager,6.2,"Music, Slice of Life, Comedy",OVA,1.0,SANZIGEN,Original,G - All Ages,Spring 2014,Iwasaki Yoshiaki
28205,Fastening Days,6.37,"Kids, Magic",ONA,1.0,Studio Colorido,Original,G - All Ages,Fall 2014,Tanaka Junichi
28207,Ketsuekigata-kun! 2,6.37,Comedy,TV,12.0,"feel., Assez Finaud Fabric",Web manga,PG-13 - Teens 13 or older,Winter 2015,Ooyama Yoshihisa
28211,Harmony,6.89,"Sci-Fi, Psychological",Movie,1.0,Studio 4°C,Novel,R+ - Mild Nudity,Fall 2015,Itou Keikaku
28215,Saint Seiya: Soul of Gold,7.07,"Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13.0,"Toei Animation, Bridge",Manga,PG-13 - Teens 13 or older,Spring 2015,Kurumada Masami
28221,Etotama,6.79,"Action, Comedy, Fantasy",TV,12.0,"Shirogumi, Encourage Films",Original,PG-13 - Teens 13 or older,Spring 2015,Hoshi Takashi
28223,Death Parade,8.15,"Game, Mystery, Psychological, Drama, Thriller",TV,12.0,Madhouse,Original,R - 17+ (violence & profanity),Winter 2015,Tachikawa Yuzuru
28227,White Album 2 Picture Drama,5.92,"Ecchi, Drama",Special,2.0,Satelight,Visual novel,R+ - Mild Nudity,Spring 2014,Aquaplus
28237,MapleStory Special,5.27,"Action, Comedy, Kids, Fantasy",Special,1.0,Madhouse,Game,PG - Children,Fall 2008,Ishiyama Takaaki
28241,Ahiru Rikusentai,5.06,"Action, Military, Historical, Kids",Movie,1.0,Platinum Vision,Original,G - All Ages,Winter 1940,Seo Mitsuyo
28245,Ari-chan,5.25,"Music, Comedy",Movie,1.0,Studio Pierrot,Original,G - All Ages,Spring 1941,Seo Mitsuyo
28247,Pankis! 2-jigen,5.57,"Comedy, Music",TV,24.0,DLE,Original,G - All Ages,Winter 2015,Shinohara Parako
28249,Arslan Senki (TV),7.65,"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25.0,"SANZIGEN, LIDENFILMS",Manga,R - 17+ (violence & profanity),Spring 2015,Tanaka Yoshiki
28251,Ulibyeol Ilhowa Eollugso,5.76,"Comedy, Kids, Magic, Romance",Movie,1.0,GEN Productions,Original,G - All Ages,Winter 2014,Jang Hyeong-yoon
28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,6.73,"Comedy, Kids, Supernatural",Movie,1.0,OLM,Game,G - All Ages,Winter 2015,Hino Akihiro
28283,Sengoku Musou,6.52,"Action, Historical, Samurai",TV,12.0,TYO Animations,Game,PG-13 - Teens 13 or older,Winter 2015,Ochi Koujin
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,7.34,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",OVA,1.0,Seven Arcs Pictures,Manga,PG-13 - Teens 13 or older,Spring 2015,Saitou Kenji
28297,Ore Monogatari!!,7.9,"Comedy, Romance, Shoujo",TV,24.0,Madhouse,Manga,PG-13 - Teens 13 or older,Spring 2015,Kawahara Kazune
28299,Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,7.22,"Comedy, Romance, School, Shoujo",OVA,1.0,TYO Animations,Manga,PG-13 - Teens 13 or older,Spring 2015,Hatta Ayuko
28339,2005-nen Uchuu no Tabi,4.44,"Space, Dementia, Sci-Fi",Special,1.0,Science SARU,Original,G - All Ages,Winter 2005,Mihara Michio
28367,Dr. Slump: Arale-chan '92 Oshougatsu Special,5.87,"Sci-Fi, Comedy, Shounen",Special,3.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Winter 1992,Toriyama Akira
28369,Dr. Slump: Arale-chan Specials,5.81,"Sci-Fi, Comedy, Shounen",Special,2.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Fall 1981,Toriyama Akira
28371,Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,5.97,"Sci-Fi, Comedy, Shounen",Special,1.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Winter 1982,Toriyama Akira
28381,Monster High: Kowa-ike Girls,5.67,"Kids, Supernatural, Shoujo",ONA,8.0,Bones,Other,G - All Ages,Fall 2014,Watanabe Shinichi
28387,Joukamachi no Dandelion,7.16,"Slice of Life, Comedy, Super Power, Seinen",TV,12.0,Production IMS,4-koma manga,PG-13 - Teens 13 or older,Summer 2015,Kasuga Ayumu
28391,Ao no Kanata no Four Rhythm,6.64,"Sci-Fi, Sports, Drama, School",TV,12.0,Gonzo,Visual novel,PG-13 - Teens 13 or older,Winter 2016,Kio Nachi
28401,Q Transformers: Kaette Kita Convoy no Nazo,5.39,"Slice of Life, Parody, Mecha",TV,13.0,DLE,Original,PG-13 - Teens 13 or older,Winter 2015,Ishidate Koutarou
28405,Ansatsu Kyoushitsu: Deai no Jikan,7.43,"Action, Comedy, School, Shounen",Special,1.0,Lerche,Manga,PG-13 - Teens 13 or older,Fall 2014,Matsui Yuusei
28419,Katsura Hime,5.06,"Action, Comedy",Movie,1.0,Studio Colorido,Original,G - All Ages,Spring 1937,Oofuji Noburou
28423,Kyoukai no Rinne (TV),6.88,"Comedy, Supernatural, Romance, School, Shounen",TV,25.0,Brain's Base,Manga,PG-13 - Teens 13 or older,Spring 2015,Takahashi Rumiko
28431,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,6.74,"Action, Adventure, Fantasy, Kids",ONA,1.0,OLM,Game,PG - Children,Fall 2014,Tajiri Satoshi
28439,Hatsune Miku x Tetsuya Nomura,5.65,Music,Special,1.0,Kyoto Animation,Original,G - All Ages,Fall 2014,Nomura Tetsuya
28447,Shingeki no Bahamut: Genesis - Roundup,6.36,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",Special,1.0,MAPPA,Game,R - 17+ (violence & profanity),Fall 2014,Satou Keiichi
28479,Detective Conan Movie 19: The Hellfire Sunflowers,7.72,"Action, Mystery, Police, Shounen",Movie,1.0,TMS Entertainment,Manga,PG-13 - Teens 13 or older,Spring 2015,Aoyama Gosho
28495,Sidonia no Kishi Movie,7.24,"Action, Mecha, Sci-Fi, Seinen, Space",Movie,1.0,Polygon Pictures,Manga,R - 17+ (violence & profanity),Spring 2015,Nihei Tsutomu
28497,Rokka no Yuusha,7.27,"Action, Adventure, Fantasy, Magic, Mystery",TV,12.0,Passione,Light novel,PG-13 - Teens 13 or older,Summer 2015,Yamagata Ishio
28511,Precure All Stars Movie: Haru no Carnival♪,6.51,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1.0,Toei Animation,Original,G - All Ages,Spring 2015,Shimizu Junji
28531,Ai Tenchi Muyou! Recaps,5.38,"Comedy, Sci-Fi, Shounen",Special,10.0,AIC PLUS+,Original,PG-13 - Teens 13 or older,Fall 2014,Kajishima Masaki
28537,Garo: Guren no Tsuki,5.88,"Action, Demons, Fantasy, Magic, Supernatural",TV,23.0,MAPPA,Original,PG-13 - Teens 13 or older,Fall 2015,Amemiya Keita
28539,Garo Movie: Divine Flame,7.54,"Action, Demons, Supernatural, Magic, Fantasy",Movie,1.0,MAPPA,Original,R+ - Mild Nudity,Spring 2016,Amemiya Keita
28587,Modern,4.87,Dementia,Movie,1.0,"MAPPA, Lapin Track",Original,G - All Ages,Fall 2010,Mizue Mirai
28591,Timbre A to Z,4.51,"Music, Dementia",ONA,26.0,Toei Animation,Original,G - All Ages,Winter 2011,Mizue Mirai
28595,Pac-World,5.37,"Adventure, Comedy, Sci-Fi",TV,52.0,OLM Digital,Game,PG - Children,Spring 2014,Sakakibara Motonori
28603,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! Specials,6.12,"Comedy, Supernatural, Fantasy",Special,3.0,J.C.Staff,Manga,PG-13 - Teens 13 or older,Fall 2006,Takahashi Yashichiro
28607,Hetalia: The World Twinkle,7.2,"Comedy, Historical, Parody",ONA,15.0,Studio Deen,Manga,PG-13 - Teens 13 or older,Summer 2015,Himaruya Hidekaz
28617,Punch Line,6.9,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12.0,MAPPA,Original,PG-13 - Teens 13 or older,Spring 2015,Uemura Yutaka
28619,Ranpo Kitan: Game of Laplace,6.58,Mystery,TV,11.0,Lerche,Original,R - 17+ (violence & profanity),Summer 2015,Edogawa Ranpo
28621,Subete ga F ni Naru,7.24,"Sci-Fi, Mystery, Psychological",TV,11.0,A-1 Pictures,Novel,R - 17+ (violence & profanity),Fall 2015,Mori Hiroshi
28623,Koutetsujou no Kabaneri,7.27,"Action, Horror, Supernatural, Drama, Fantasy",TV,12.0,Wit Studio,Original,R - 17+ (violence & profanity),Spring 2016,Araki Tetsurou
28625,Shisha no Teikoku,6.85,"Sci-Fi, Historical, Psychological",Movie,1.0,Wit Studio,Novel,R - 17+ (violence & profanity),Fall 2015,EnJoe Toh
28637,Dreams,3.77,Dementia,Movie,1.0,Gonzo,Original,R+ - Mild Nudity,Summer 2011,Aihara Nobuhiro
28639,Futon,5.02,"Music, Dementia",Movie,1.0,CygamesPictures,Original,G - All Ages,Fall 2012,Mizushiri Yoriko
28641,Great Rabbit,4.44,Psychological,Movie,1.0,J.C.Staff,Original,G - All Ages,Fall 2012,Wada Atsushi
28645,Haru no Shikumi,4.32,Dementia,Movie,1.0,SILVER LINK.,Original,G - All Ages,Spring 2010,Wada Atsushi
28647,Kappo,4.22,"Music, Dementia",Movie,1.0,Madhouse,Original,G - All Ages,Spring 2006,Mizushiri Yoriko
28657,Red Colored Bridge,3.54,"Dementia, Psychological",Movie,1.0,Kinema Citrus,Original,R+ - Mild Nudity,Fall 2012,Tanaami Keiichi
28665,Nenga no Kizuna,5.65,Slice of Life,ONA,1.0,Trinet Entertainment,Original,G - All Ages,Fall 2014,Tekken
28669,Go! Princess Precure,7.83,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",TV,50.0,Toei Animation,Original,G - All Ages,Winter 2015,Toudou Izumi
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.15,"Fantasy, Slice of Life, Supernatural",Movie,1.0,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,Spring 2015,Torii Nagomu
28677,Yamada-kun to 7-nin no Majo (TV),7.54,"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen",TV,12.0,LIDENFILMS,Manga,PG-13 - Teens 13 or older,Spring 2015,Yoshikawa Miki
28683,One Piece: Episode of Alabasta - Prologue,7.18,"Action, Adventure, Fantasy, Shounen",OVA,1.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Spring 2007,Oda Eiichiro
